age_Ga,Neukum,Cui2024,Yue2026,Neukum_plus_CE6L,Cui2024_plus_CE6L,Yue2026_plus_CE6L
0.45,0.0003771000011757165,0.00034434000047506335,0.00033196500011461024,0.0003968608297938245,0.0003676257284327359,0.0003389380216938049
0.455,0.00038129000121908706,0.0003481660004931781,0.00033565350011919665,0.0004012703947474833,0.00037171045875029,0.0003427039997170898
0.46,0.0003854800012639868,0.00035199200051195644,0.0003393420001239606,0.0004056799597096354,0.00037579518906793275,0.00034646997774061175
0.465,0.0003896700013104696,0.0003558180005314227,0.0003430305001289089,0.00041008952468055387,0.0003798799193856675,0.0003502359557643799
0.47000000000000003,0.0003938600013585912,0.0003596440005516022,0.0003467190001340487,0.00041449908966052047,0.0003839646497034979,0.00035400193378840364
0.47500000000000003,0.00039805000140840947,0.00036347000057252094,0.00035040750013938743,0.00041890865464982616,0.0003880493800214277,0.0003577679118126927
0.48,0.0004022400014599842,0.000367296000594206,0.0003540960001449328,0.0004233182196487711,0.0003921341103394608,0.0003615338898372572
0.485,0.00040643000151337726,0.00037112200061668556,0.0003577845001506929,0.0004277277846576653,0.00039621884065760136,0.0003652998678621077
0.49,0.00041062000156865286,0.00037494800063998855,0.00036147300015667585,0.00043213734967682854,0.00040030357097585353,0.0003690658458872551
0.495,0.0004148100016258774,0.00037877400066414535,0.00036516150016289035,0.00043654691470659097,0.0004043883012942217,0.0003728318239127108
0.5,0.00041900000168511943,0.0003826000006891871,0.0003688500001693455,0.0004409564797472933,0.00040847303161271046,0.00037659780193848643
0.505,0.00042319000174645014,0.0003864260007151463,0.00037253850017605043,0.00044536604479928737,0.0004125577619313246,0.0003803637799645943
0.51,0.0004273800018099433,0.00039025200074205654,0.0003762270001830148,0.00044977560986293605,0.0004166424922500689,0.00038412975799104713
0.515,0.000431570001875675,0.00039407800076995253,0.00037991550019024885,0.0004541851749386141,0.00042072722256894865,0.000387895736017858
0.52,0.00043576000194372425,0.00039790400079887055,0.0003836040001977629,0.00045859474002670825,0.00042481195288796903,0.0003916617140450407
0.525,0.0004399500020141727,0.000401730000828848,0.00038729250020556774,0.00046300430512761766,0.00042889668320713573,0.0003954276920726093
0.53,0.0004441400020871051,0.0004055560008599237,0.0003909810002136746,0.00046741387024175433,0.0004329814135264543,0.00039919367010057854
0.535,0.0004483300021626088,0.00040938200089213784,0.00039466950022209535,0.0004718234353695435,0.000437066143845931,0.00040295964812896384
0.54,0.00045252000224077455,0.0004132080009255321,0.000398358000230842,0.000476233000511424,0.00044115087416557176,0.000406725626157781
0.545,0.0004567100023216962,0.00041703400096014976,0.00040204650023992715,0.000480642565667849,0.0004452356044853833,0.00041049160418704655
0.55,0.00046090000240547093,0.0004208600009960357,0.00040573500024936396,0.0004850521308392861,0.000449320334805372,0.00041425758221677757
0.555,0.00046509000249219935,0.00042468600103323634,0.00040942350025916603,0.0004894616960262177,0.00045340506512554524,0.00041802356024699187
